"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-1494.conditionType";"session.node-4525.blockOrder";"session.node-4525.IATorder";"session.node-4525.keyOrder";"session.node-5705.conditionType";"session.node-8033.blockOrder";"session.node-8033.IATorder";"session.node-8033.keyOrder";"trial.id";"trial.index";"trial.name";"module.GoNoGopractice.exec-2455.GoNoGo_Practice.durationTime";"module.GoNoGopractice.exec-2455.GoNoGo_Practice.endTime";"module.GoNoGopractice.exec-2455.GoNoGo_Practice.icon";"module.GoNoGopractice.exec-2455.GoNoGo_Practice.location";"module.GoNoGopractice.exec-2455.GoNoGo_Practice.outcome";"module.GoNoGopractice.exec-2455.GoNoGo_Practice.response";"module.GoNoGopractice.exec-2455.GoNoGo_Practice.result";"module.GoNoGopractice.exec-2455.GoNoGo_Practice.RT";"module.GoNoGopractice.exec-2455.GoNoGo_Practice.signal";"module.GoNoGopractice.exec-2455.GoNoGo_Practice.startTime";"module.GoNoGopractice.exec-2455.GoNoGo_Practice.stimulus type";"module.GoNoGopractice.exec-9075.GoNoGo_Practice.durationTime";"module.GoNoGopractice.exec-9075.GoNoGo_Practice.endTime";"module.GoNoGopractice.exec-9075.GoNoGo_Practice.icon";"module.GoNoGopractice.exec-9075.GoNoGo_Practice.location";"module.GoNoGopractice.exec-9075.GoNoGo_Practice.outcome";"module.GoNoGopractice.exec-9075.GoNoGo_Practice.response";"module.GoNoGopractice.exec-9075.GoNoGo_Practice.result";"module.GoNoGopractice.exec-9075.GoNoGo_Practice.RT";"module.GoNoGopractice.exec-9075.GoNoGo_Practice.signal";"module.GoNoGopractice.exec-9075.GoNoGo_Practice.startTime";"module.GoNoGopractice.exec-9075.GoNoGo_Practice.stimulus type";"module.GoNoGotutorial.exec-6043.GoNoGo_Tutorial.durationTime";"module.GoNoGotutorial.exec-6043.GoNoGo_Tutorial.endTime";"module.GoNoGotutorial.exec-6043.GoNoGo_Tutorial.icon";"module.GoNoGotutorial.exec-6043.GoNoGo_Tutorial.location";"module.GoNoGotutorial.exec-6043.GoNoGo_Tutorial.outcome";"module.GoNoGotutorial.exec-6043.GoNoGo_Tutorial.response";"module.GoNoGotutorial.exec-6043.GoNoGo_Tutorial.result";"module.GoNoGotutorial.exec-6043.GoNoGo_Tutorial.RT";"module.GoNoGotutorial.exec-6043.GoNoGo_Tutorial.signal";"module.GoNoGotutorial.exec-6043.GoNoGo_Tutorial.startTime";"module.GoNoGotutorial.exec-8688.GoNoGo_Tutorial.durationTime";"module.GoNoGotutorial.exec-8688.GoNoGo_Tutorial.endTime";"module.GoNoGotutorial.exec-8688.GoNoGo_Tutorial.icon";"module.GoNoGotutorial.exec-8688.GoNoGo_Tutorial.location";"module.GoNoGotutorial.exec-8688.GoNoGo_Tutorial.outcome";"module.GoNoGotutorial.exec-8688.GoNoGo_Tutorial.response";"module.GoNoGotutorial.exec-8688.GoNoGo_Tutorial.result";"module.GoNoGotutorial.exec-8688.GoNoGo_Tutorial.RT";"module.GoNoGotutorial.exec-8688.GoNoGo_Tutorial.signal";"module.GoNoGotutorial.exec-8688.GoNoGo_Tutorial.startTime";"module.training_block1.exec-9116.GoNoGo1.durationTime";"module.training_block1.exec-9116.GoNoGo1.endTime";"module.training_block1.exec-9116.GoNoGo1.icon";"module.training_block1.exec-9116.GoNoGo1.location";"module.training_block1.exec-9116.GoNoGo1.outcome";"module.training_block1.exec-9116.GoNoGo1.response";"module.training_block1.exec-9116.GoNoGo1.result";"module.training_block1.exec-9116.GoNoGo1.RT";"module.training_block1.exec-9116.GoNoGo1.signal";"module.training_block1.exec-9116.GoNoGo1.startTime";"module.training_block1.exec-9116.GoNoGo1.stimulus type"
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-04 10:46:19.420";"2013-12-04 10:49:51.315";"1";;;;;"0";"0";"0";"0";"11";"10";"module.GoNoGopractice.exec-9075.GoNoGo_Practice";;;;;;;;;;;;"1961";"2013-12-04 10:47:12.413";"34";"0";"FINISHED";"NONE";"failure";"0";"0";"2013-12-04 10:47:10.448";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-04 10:46:19.420";"2013-12-04 10:49:51.315";"1";;;;;"0";"0";"0";"0";"12";"11";"module.GoNoGopractice.exec-9075.GoNoGo_Practice";;;;;;;;;;;;"1961";"2013-12-04 10:47:15.689";"23";"1";"FINISHED";"NONE";"failure";"0";"0";"2013-12-04 10:47:13.724";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-04 10:46:19.420";"2013-12-04 10:49:51.315";"1";;;;;"0";"0";"0";"0";"13";"12";"module.GoNoGopractice.exec-9075.GoNoGo_Practice";;;;;;;;;;;;"1961";"2013-12-04 10:47:18.966";"13";"0";"FINISHED";"NONE";"failure";"0";"0";"2013-12-04 10:47:17.000";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-04 10:46:19.420";"2013-12-04 10:49:51.315";"1";;;;;"0";"0";"0";"0";"14";"13";"module.GoNoGopractice.exec-9075.GoNoGo_Practice";;;;;;;;;;;;"1959";"2013-12-04 10:47:22.242";"3";"1";"FINISHED";"NONE";"failure";"0";"0";"2013-12-04 10:47:20.276";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-04 10:46:19.420";"2013-12-04 10:49:51.315";"1";;;;;"0";"0";"0";"0";"15";"14";"module.GoNoGopractice.exec-9075.GoNoGo_Practice";;;;;;;;;;;;"1961";"2013-12-04 10:47:25.518";"27";"1";"FINISHED";"NONE";"failure";"0";"0";"2013-12-04 10:47:23.552";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-04 10:46:19.420";"2013-12-04 10:49:51.315";"1";;;;;"0";"0";"0";"0";"16";"15";"module.training_block1.exec-9116.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1258";"2013-12-04 10:49:22.533";"22";"1";"FINISHED";"NONE";"failure";"0";"0";"2013-12-04 10:49:21.270";"3"
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-04 10:46:19.420";"2013-12-04 10:49:51.315";"1";;;;;"0";"0";"0";"0";"17";"16";"module.training_block1.exec-9116.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1259";"2013-12-04 10:49:25.107";"29";"0";"FINISHED";"NONE";"failure";"0";"0";"2013-12-04 10:49:23.844";"3"
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-04 10:46:19.420";"2013-12-04 10:49:51.315";"1";;;;;"0";"0";"0";"0";"18";"17";"module.training_block1.exec-9116.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1262";"2013-12-04 10:49:27.681";"26";"1";"FINISHED";"NONE";"failure";"0";"0";"2013-12-04 10:49:26.418";"3"
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-04 10:46:19.420";"2013-12-04 10:49:51.315";"1";;;;;"0";"0";"0";"0";"19";"18";"module.training_block1.exec-9116.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1259";"2013-12-04 10:49:30.255";"31";"0";"FINISHED";"RIGHT";"failure";"595";"0";"2013-12-04 10:49:28.992";"3"
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-04 10:46:19.420";"2013-12-04 10:49:51.315";"1";;;;;"0";"0";"0";"0";"20";"19";"module.training_block1.exec-9116.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1259";"2013-12-04 10:49:32.829";"25";"0";"FINISHED";"NONE";"failure";"0";"0";"2013-12-04 10:49:31.566";"3"
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-04 10:46:19.420";"2013-12-04 10:49:51.315";"1";;;;;"0";"0";"0";"0";"21";"20";"module.training_block1.exec-9116.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1262";"2013-12-04 10:49:35.403";"14";"0";"FINISHED";"RIGHT";"failure";"722";"0";"2013-12-04 10:49:34.140";"2"
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-04 10:46:19.420";"2013-12-04 10:49:51.315";"1";;;;;"0";"0";"0";"0";"22";"21";"module.training_block1.exec-9116.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1258";"2013-12-04 10:49:37.977";"24";"0";"FINISHED";"LEFT";"success";"505";"0";"2013-12-04 10:49:36.714";"3"
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-04 10:46:19.420";"2013-12-04 10:49:51.315";"1";;;;;"0";"0";"0";"0";"23";"22";"module.training_block1.exec-9116.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1262";"2013-12-04 10:49:40.551";"34";"0";"FINISHED";"NONE";"failure";"0";"0";"2013-12-04 10:49:39.288";"3"
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-04 10:46:19.420";"2013-12-04 10:49:51.315";"1";;;;;"0";"0";"0";"0";"24";"23";"module.training_block1.exec-9116.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1261";"2013-12-04 10:49:43.125";"18";"1";"FINISHED";"LEFT";"failure";"592";"0";"2013-12-04 10:49:41.862";"3"
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-04 10:46:19.420";"2013-12-04 10:49:51.315";"1";;;;;"0";"0";"0";"0";"25";"24";"module.training_block1.exec-9116.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1259";"2013-12-04 10:49:45.699";"33";"0";"FINISHED";"RIGHT";"failure";"927";"0";"2013-12-04 10:49:44.436";"3"
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-04 10:46:19.420";"2013-12-04 10:49:51.315";"1";;;;;"0";"0";"0";"0";"26";"25";"module.training_block1.exec-9116.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1259";"2013-12-04 10:49:48.273";"7";"0";"FINISHED";"NONE";"failure";"0";"0";"2013-12-04 10:49:47.010";"1"
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-04 10:46:19.420";"2013-12-04 10:49:51.315";"1";;;;;"0";"0";"0";"0";"27";"26";"module.training_block1.exec-9116.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1259";"2013-12-04 10:49:50.847";"5";"1";"FINISHED";"LEFT";"failure";"324";"0";"2013-12-04 10:49:49.584";"1"
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2013-12-04 10:54:04.332";"2013-12-04 10:54:33.535";"1";"0";"1";"1";"0";;;;;"28";"0";"module.GoNoGotutorial.exec-8688.GoNoGo_Tutorial";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4007";"2013-12-04 10:54:14.581";"leftResponse";"0";"FINISHED";"NONE";"failure";"0";"0";"2013-12-04 10:54:10.572";;;;;;;;;;;
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2013-12-04 10:54:04.332";"2013-12-04 10:54:33.535";"1";"0";"1";"1";"0";;;;;"29";"1";"module.GoNoGotutorial.exec-8688.GoNoGo_Tutorial";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4007";"2013-12-04 10:54:19.901";"rightResponse";"1";"FINISHED";"RIGHT";"success";"2064";"0";"2013-12-04 10:54:15.892";;;;;;;;;;;
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2013-12-04 10:54:04.332";"2013-12-04 10:54:33.535";"1";"0";"1";"1";"0";;;;;"30";"2";"module.GoNoGotutorial.exec-8688.GoNoGo_Tutorial";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4007";"2013-12-04 10:54:25.221";"quickResponse";"0";"FINISHED";"NONE";"failure";"0";"0";"2013-12-04 10:54:21.211";;;;;;;;;;;
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2013-12-04 10:54:04.332";"2013-12-04 10:54:33.535";"1";"0";"1";"1";"0";;;;;"31";"3";"module.GoNoGopractice.exec-2455.GoNoGo_Practice";"1964";"2013-12-04 10:54:32.241";"18";"0";"FINISHED";"RIGHT";"failure";"417";"0";"2013-12-04 10:54:30.275";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
