"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-5165.conditionType";"session.node-7257.blockOrder";"session.node-7257.IATorder";"session.node-7257.keyOrder";"trial.id";"trial.index";"trial.name";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.Error Type";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.Error Type";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo3.durationTime";"trial.GoNoGo3.endTime";"trial.GoNoGo3.Error Type";"trial.GoNoGo3.icon";"trial.GoNoGo3.location";"trial.GoNoGo3.outcome";"trial.GoNoGo3.response";"trial.GoNoGo3.result";"trial.GoNoGo3.RT";"trial.GoNoGo3.signal";"trial.GoNoGo3.startTime";"trial.GoNoGo3.stimulus type";"trial.GoNoGo4.durationTime";"trial.GoNoGo4.endTime";"trial.GoNoGo4.Error Type";"trial.GoNoGo4.icon";"trial.GoNoGo4.location";"trial.GoNoGo4.outcome";"trial.GoNoGo4.response";"trial.GoNoGo4.result";"trial.GoNoGo4.RT";"trial.GoNoGo4.signal";"trial.GoNoGo4.startTime";"trial.GoNoGo4.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime";"trial.IAT_block1.durationTime";"trial.IAT_block1.endTime";"trial.IAT_block1.outcome";"trial.IAT_block1.response";"trial.IAT_block1.result";"trial.IAT_block1.RT";"trial.IAT_block1.startTime";"trial.IAT_block1.Stimfile";"trial.IAT_block1.stimType";"trial.IAT_block1.word";"trial.IAT_block2.durationTime";"trial.IAT_block2.endTime";"trial.IAT_block2.outcome";"trial.IAT_block2.response";"trial.IAT_block2.result";"trial.IAT_block2.RT";"trial.IAT_block2.startTime";"trial.IAT_block2.Stimfile";"trial.IAT_block2.stimType";"trial.IAT_block2.word";"trial.IAT_Practice1.durationTime";"trial.IAT_Practice1.endTime";"trial.IAT_Practice1.outcome";"trial.IAT_Practice1.response";"trial.IAT_Practice1.result";"trial.IAT_Practice1.RT";"trial.IAT_Practice1.startTime";"trial.IAT_Practice1.Stimfile";"trial.IAT_Practice1.stimType";"trial.IAT_Practice1.word"
"C1445516";"1996";;"Mac OS X";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-30 20:11:25.422";"2014-09-30 20:27:25.684";"1";"0";"0";"1";"0";"11";"10";"module.GoNoGopractice.exec-7970.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1955";"2014-09-30 20:12:41.393";"34";"0";"FINISHED";"LEFT";"success";"370";"0";"2014-09-30 20:12:39.438";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1445516";"1996";;"Mac OS X";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-30 20:11:25.422";"2014-09-30 20:27:25.684";"1";"0";"0";"1";"0";"12";"11";"module.GoNoGopractice.exec-7970.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1954";"2014-09-30 20:12:44.701";"23";"1";"FINISHED";"RIGHT";"success";"469";"0";"2014-09-30 20:12:42.747";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1445516";"1996";;"Mac OS X";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-30 20:11:25.422";"2014-09-30 20:27:25.684";"1";"0";"0";"1";"0";"13";"12";"module.GoNoGopractice.exec-7970.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1954";"2014-09-30 20:12:48.017";"13";"0";"FINISHED";"LEFT";"success";"433";"0";"2014-09-30 20:12:46.062";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1445516";"1996";;"Mac OS X";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-30 20:11:25.422";"2014-09-30 20:27:25.684";"1";"0";"0";"1";"0";"14";"13";"module.GoNoGopractice.exec-7970.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1955";"2014-09-30 20:12:51.268";"3";"1";"FINISHED";"RIGHT";"success";"392";"0";"2014-09-30 20:12:49.312";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1445516";"1996";;"Mac OS X";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-30 20:11:25.422";"2014-09-30 20:27:25.684";"1";"0";"0";"1";"0";"15";"14";"module.GoNoGopractice.exec-7970.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1953";"2014-09-30 20:12:54.521";"27";"1";"FINISHED";"RIGHT";"success";"600";"0";"2014-09-30 20:12:52.567";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1445516";"1996";;"Mac OS X";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-30 20:11:25.422";"2014-09-30 20:27:25.684";"1";"0";"0";"1";"0";"16";"15";"module.training_block1.exec-3828.GoNoGo1";"1252";"2014-09-30 20:13:05.171";"NST_correctLoc";"2";"0";"FINISHED";"LEFT";"success";"580";"0";"2014-09-30 20:13:03.918";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1445516";"1996";;"Mac OS X";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-30 20:11:25.422";"2014-09-30 20:27:25.684";"1";"0";"0";"1";"0";"17";"16";"module.training_block1.exec-3828.GoNoGo1";"1251";"2014-09-30 20:13:07.773";"NST_correctLoc";"16";"1";"FINISHED";"RIGHT";"success";"600";"0";"2014-09-30 20:13:06.522";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1445516";"1996";;"Mac OS X";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-30 20:11:25.422";"2014-09-30 20:27:25.684";"1";"0";"0";"1";"0";"18";"17";"module.training_block1.exec-3828.GoNoGo1";"1251";"2014-09-30 20:13:10.335";"NST_correctLoc";"24";"0";"FINISHED";"LEFT";"success";"391";"0";"2014-09-30 20:13:09.083";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1445516";"1996";;"Mac OS X";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-30 20:11:25.422";"2014-09-30 20:27:25.684";"1";"0";"0";"1";"0";"19";"18";"module.training_block1.exec-3828.GoNoGo1";"1250";"2014-09-30 20:13:12.875";"NST_correctLoc";"21";"0";"FINISHED";"LEFT";"success";"393";"0";"2014-09-30 20:13:11.624";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1445516";"1996";;"Mac OS X";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-30 20:11:25.422";"2014-09-30 20:27:25.684";"1";"0";"0";"1";"0";"20";"19";"module.training_block1.exec-3828.GoNoGo1";"1250";"2014-09-30 20:13:15.432";"NST_correctLoc";"1";"1";"FINISHED";"RIGHT";"success";"404";"0";"2014-09-30 20:13:14.181";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1445516";"1996";;"Mac OS X";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-30 20:11:25.422";"2014-09-30 20:27:25.684";"1";"0";"0";"1";"0";"21";"20";"module.training_block1.exec-3828.GoNoGo1";"1250";"2014-09-30 20:13:17.977";"NST_correctLoc";"7";"1";"FINISHED";"RIGHT";"success";"451";"0";"2014-09-30 20:13:16.726";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1445516";"1996";;"Mac OS X";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-30 20:11:25.422";"2014-09-30 20:27:25.684";"1";"0";"0";"1";"0";"22";"21";"module.training_block1.exec-3828.GoNoGo1";"1251";"2014-09-30 20:13:20.526";"NST_correctLoc";"28";"1";"FINISHED";"RIGHT";"success";"510";"0";"2014-09-30 20:13:19.275";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1445516";"1996";;"Mac OS X";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-30 20:11:25.422";"2014-09-30 20:27:25.684";"1";"0";"0";"1";"0";"23";"22";"module.training_block1.exec-3828.GoNoGo1";"1250";"2014-09-30 20:13:23.070";"NST_correctLoc";"9";"1";"FINISHED";"RIGHT";"success";"389";"0";"2014-09-30 20:13:21.819";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1445516";"1996";;"Mac OS X";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-30 20:11:25.422";"2014-09-30 20:27:25.684";"1";"0";"0";"1";"0";"24";"23";"module.training_block1.exec-3828.GoNoGo1";"1251";"2014-09-30 20:13:25.615";"NST_correctLoc";"15";"0";"FINISHED";"LEFT";"success";"365";"0";"2014-09-30 20:13:24.364";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1445516";"1996";;"Mac OS X";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-30 20:11:25.422";"2014-09-30 20:27:25.684";"1";"0";"0";"1";"0";"25";"24";"module.training_block1.exec-3828.GoNoGo1";"1251";"2014-09-30 20:13:28.152";"NST_correctLoc";"14";"1";"FINISHED";"RIGHT";"success";"524";"0";"2014-09-30 20:13:26.900";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1445516";"1996";;"Mac OS X";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-30 20:11:25.422";"2014-09-30 20:27:25.684";"1";"0";"0";"1";"0";"26";"25";"module.training_block1.exec-3828.GoNoGo1";"1251";"2014-09-30 20:13:30.690";"NST_correctLoc";"13";"0";"FINISHED";"LEFT";"success";"402";"0";"2014-09-30 20:13:29.439";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1445516";"1996";;"Mac OS X";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-30 20:11:25.422";"2014-09-30 20:27:25.684";"1";"0";"0";"1";"0";"27";"26";"module.training_block1.exec-3828.GoNoGo1";"1251";"2014-09-30 20:13:33.231";"NST_correctLoc";"32";"1";"FINISHED";"RIGHT";"success";"515";"0";"2014-09-30 20:13:31.980";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1445516";"1996";;"Mac OS X";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-30 20:11:25.422";"2014-09-30 20:27:25.684";"1";"0";"0";"1";"0";"28";"27";"module.training_block1.exec-3828.GoNoGo1";"1251";"2014-09-30 20:13:35.780";"NST_correctLoc";"19";"1";"FINISHED";"RIGHT";"success";"399";"0";"2014-09-30 20:13:34.528";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1445516";"1996";;"Mac OS X";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-30 20:11:25.422";"2014-09-30 20:27:25.684";"1";"0";"0";"1";"0";"29";"28";"module.training_block1.exec-3828.GoNoGo1";"1251";"2014-09-30 20:13:38.335";"NST_correctLoc";"33";"0";"FINISHED";"LEFT";"success";"492";"0";"2014-09-30 20:13:37.084";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1445516";"1996";;"Mac OS X";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-30 20:11:25.422";"2014-09-30 20:27:25.684";"1";"0";"0";"1";"0";"30";"29";"module.training_block1.exec-3828.GoNoGo1";"1250";"2014-09-30 20:13:40.871";"NST_correctLoc";"34";"1";"FINISHED";"RIGHT";"success";"363";"0";"2014-09-30 20:13:39.621";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1445516";"1996";;"Mac OS X";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-30 20:11:25.422";"2014-09-30 20:27:25.684";"1";"0";"0";"1";"0";"31";"30";"module.training_block1.exec-3828.GoNoGo1";"1251";"2014-09-30 20:13:43.408";"NST_correctLoc";"27";"0";"FINISHED";"LEFT";"success";"722";"0";"2014-09-30 20:13:42.156";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1445516";"1996";;"Mac OS X";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-30 20:11:25.422";"2014-09-30 20:27:25.684";"1";"0";"0";"1";"0";"32";"31";"module.training_block1.exec-3828.GoNoGo1";"1251";"2014-09-30 20:13:46.007";"NST_correctLoc";"29";"1";"FINISHED";"RIGHT";"success";"491";"0";"2014-09-30 20:13:44.755";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1445516";"1996";;"Mac OS X";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-30 20:11:25.422";"2014-09-30 20:27:25.684";"1";"0";"0";"1";"0";"33";"32";"module.training_block1.exec-3828.GoNoGo1";"1251";"2014-09-30 20:13:48.551";"NST_correctLoc";"26";"1";"FINISHED";"RIGHT";"success";"555";"0";"2014-09-30 20:13:47.300";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1445516";"1996";;"Mac OS X";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-30 20:11:25.422";"2014-09-30 20:27:25.684";"1";"0";"0";"1";"0";"34";"33";"module.training_block1.exec-3828.GoNoGo1";"1251";"2014-09-30 20:13:51.142";"NST_correctLoc";"25";"1";"FINISHED";"RIGHT";"success";"580";"0";"2014-09-30 20:13:49.891";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
