"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-4694.conditionType";"session.node-6733.blockOrder";"session.node-6733.IATorder";"session.node-6733.keyOrder";"session.node-7264.blockOrder";"session.node-7264.IATorder";"session.node-7264.keyOrder";"session.node-9479.conditionType";"trial.id";"trial.index";"trial.name";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.Error Type";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.Error Type";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo3.durationTime";"trial.GoNoGo3.endTime";"trial.GoNoGo3.Error Type";"trial.GoNoGo3.icon";"trial.GoNoGo3.location";"trial.GoNoGo3.outcome";"trial.GoNoGo3.response";"trial.GoNoGo3.result";"trial.GoNoGo3.RT";"trial.GoNoGo3.signal";"trial.GoNoGo3.startTime";"trial.GoNoGo3.stimulus type";"trial.GoNoGo4.durationTime";"trial.GoNoGo4.endTime";"trial.GoNoGo4.Error Type";"trial.GoNoGo4.icon";"trial.GoNoGo4.location";"trial.GoNoGo4.outcome";"trial.GoNoGo4.response";"trial.GoNoGo4.result";"trial.GoNoGo4.RT";"trial.GoNoGo4.signal";"trial.GoNoGo4.startTime";"trial.GoNoGo4.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime";"trial.IAT_block1.durationTime";"trial.IAT_block1.endTime";"trial.IAT_block1.outcome";"trial.IAT_block1.response";"trial.IAT_block1.result";"trial.IAT_block1.RT";"trial.IAT_block1.startTime";"trial.IAT_block1.Stimfile";"trial.IAT_block1.stimType";"trial.IAT_block1.word";"trial.IAT_block2.durationTime";"trial.IAT_block2.endTime";"trial.IAT_block2.outcome";"trial.IAT_block2.response";"trial.IAT_block2.result";"trial.IAT_block2.RT";"trial.IAT_block2.startTime";"trial.IAT_block2.Stimfile";"trial.IAT_block2.stimType";"trial.IAT_block2.word";"trial.IAT_block3.durationTime";"trial.IAT_block3.endTime";"trial.IAT_block3.outcome";"trial.IAT_block3.response";"trial.IAT_block3.result";"trial.IAT_block3.RT";"trial.IAT_block3.startTime";"trial.IAT_block3.Stimfile";"trial.IAT_block3.stimType";"trial.IAT_block3.word";"trial.IAT_block4.durationTime";"trial.IAT_block4.endTime";"trial.IAT_block4.outcome";"trial.IAT_block4.response";"trial.IAT_block4.result";"trial.IAT_block4.RT";"trial.IAT_block4.startTime";"trial.IAT_block4.Stimfile";"trial.IAT_block4.stimType";"trial.IAT_block4.word";"trial.IAT_Practice1.durationTime";"trial.IAT_Practice1.endTime";"trial.IAT_Practice1.outcome";"trial.IAT_Practice1.response";"trial.IAT_Practice1.result";"trial.IAT_Practice1.RT";"trial.IAT_Practice1.startTime";"trial.IAT_Practice1.Stimfile";"trial.IAT_Practice1.stimType";"trial.IAT_Practice1.word";"trial.IAT_practice2.durationTime";"trial.IAT_practice2.endTime";"trial.IAT_practice2.outcome";"trial.IAT_practice2.response";"trial.IAT_practice2.result";"trial.IAT_practice2.RT";"trial.IAT_practice2.startTime";"trial.IAT_practice2.Stimfile";"trial.IAT_practice2.stimType";"trial.IAT_practice2.word"
"psychstudy1";"1996";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 15:53:57.973";"2014-10-01 16:13:13.794";"1";;"0";"1";"0";;;;"0";"11";"10";"module.GoNoGopractice.exec-2838.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1962";"2014-10-01 15:55:03.805";"34";"0";"FINISHED";"LEFT";"success";"547";"0";"2014-10-01 15:55:01.839";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"psychstudy1";"1996";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 15:53:57.973";"2014-10-01 16:13:13.794";"1";;"0";"1";"0";;;;"0";"12";"11";"module.GoNoGopractice.exec-2838.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1962";"2014-10-01 15:55:07.065";"23";"1";"FINISHED";"RIGHT";"success";"710";"0";"2014-10-01 15:55:05.099";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"psychstudy1";"1996";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 15:53:57.973";"2014-10-01 16:13:13.794";"1";;"0";"1";"0";;;;"0";"13";"12";"module.GoNoGopractice.exec-2838.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1961";"2014-10-01 15:55:10.310";"13";"0";"FINISHED";"LEFT";"success";"528";"0";"2014-10-01 15:55:08.344";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"psychstudy1";"1996";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 15:53:57.973";"2014-10-01 16:13:13.794";"1";;"0";"1";"0";;;;"0";"14";"13";"module.GoNoGopractice.exec-2838.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1962";"2014-10-01 15:55:13.555";"3";"1";"FINISHED";"RIGHT";"success";"492";"0";"2014-10-01 15:55:11.589";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"psychstudy1";"1996";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 15:53:57.973";"2014-10-01 16:13:13.794";"1";;"0";"1";"0";;;;"0";"15";"14";"module.GoNoGopractice.exec-2838.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1962";"2014-10-01 15:55:16.799";"27";"1";"FINISHED";"RIGHT";"success";"552";"0";"2014-10-01 15:55:14.834";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"psychstudy1";"1996";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 15:53:57.973";"2014-10-01 16:13:13.794";"1";;"0";"1";"0";;;;"0";"16";"15";"module.training_block1.exec-2621.GoNoGo1";"1262";"2014-10-01 15:55:27.766";"NST_correctLoc";"3";"1";"FINISHED";"RIGHT";"success";"524";"0";"2014-10-01 15:55:26.503";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"psychstudy1";"1996";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 15:53:57.973";"2014-10-01 16:13:13.794";"1";;"0";"1";"0";;;;"0";"17";"16";"module.training_block1.exec-2621.GoNoGo1";"1260";"2014-10-01 15:55:30.309";"NST_correctLoc";"16";"0";"FINISHED";"LEFT";"success";"580";"0";"2014-10-01 15:55:29.045";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"psychstudy1";"1996";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 15:53:57.973";"2014-10-01 16:13:13.794";"1";;"0";"1";"0";;;;"0";"18";"17";"module.training_block1.exec-2621.GoNoGo1";"1260";"2014-10-01 15:55:32.852";"NST_correctLoc";"31";"0";"FINISHED";"LEFT";"success";"477";"0";"2014-10-01 15:55:31.588";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"psychstudy1";"1996";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 15:53:57.973";"2014-10-01 16:13:13.794";"1";;"0";"1";"0";;;;"0";"19";"18";"module.training_block1.exec-2621.GoNoGo1";"1262";"2014-10-01 15:55:35.395";"NST_correctLoc";"2";"0";"FINISHED";"LEFT";"success";"424";"0";"2014-10-01 15:55:34.131";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"psychstudy1";"1996";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 15:53:57.973";"2014-10-01 16:13:13.794";"1";;"0";"1";"0";;;;"0";"20";"19";"module.training_block1.exec-2621.GoNoGo1";"1260";"2014-10-01 15:55:37.937";"NST_correctLoc";"25";"0";"FINISHED";"LEFT";"success";"463";"0";"2014-10-01 15:55:36.674";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"psychstudy1";"1996";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 15:53:57.973";"2014-10-01 16:13:13.794";"1";;"0";"1";"0";;;;"0";"21";"20";"module.training_block1.exec-2621.GoNoGo1";"1259";"2014-10-01 15:55:40.465";"NST_correctLoc";"11";"1";"FINISHED";"RIGHT";"success";"487";"0";"2014-10-01 15:55:39.201";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"psychstudy1";"1996";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 15:53:57.973";"2014-10-01 16:13:13.794";"1";;"0";"1";"0";;;;"0";"22";"21";"module.training_block1.exec-2621.GoNoGo1";"1259";"2014-10-01 15:55:42.992";"NST_correctLoc";"19";"0";"FINISHED";"LEFT";"success";"368";"0";"2014-10-01 15:55:41.728";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"psychstudy1";"1996";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 15:53:57.973";"2014-10-01 16:13:13.794";"1";;"0";"1";"0";;;;"0";"23";"22";"module.training_block1.exec-2621.GoNoGo1";"1262";"2014-10-01 15:55:45.519";"NST_correctLoc";"23";"1";"FINISHED";"RIGHT";"success";"372";"0";"2014-10-01 15:55:44.256";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"psychstudy1";"1996";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 15:53:57.973";"2014-10-01 16:13:13.794";"1";;"0";"1";"0";;;;"0";"24";"23";"module.training_block1.exec-2621.GoNoGo1";"1262";"2014-10-01 15:55:48.046";"NST_correctLoc";"6";"0";"FINISHED";"LEFT";"success";"325";"0";"2014-10-01 15:55:46.783";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"psychstudy1";"1996";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 15:53:57.973";"2014-10-01 16:13:13.794";"1";;"0";"1";"0";;;;"0";"25";"24";"module.training_block1.exec-2621.GoNoGo1";"1262";"2014-10-01 15:55:50.574";"NST_correctLoc";"34";"0";"FINISHED";"LEFT";"success";"629";"0";"2014-10-01 15:55:49.310";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"psychstudy1";"1996";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 15:53:57.973";"2014-10-01 16:13:13.794";"1";;"0";"1";"0";;;;"0";"26";"25";"module.training_block1.exec-2621.GoNoGo1";"1262";"2014-10-01 15:55:53.101";"NST_correctLoc";"21";"1";"FINISHED";"RIGHT";"success";"382";"0";"2014-10-01 15:55:51.837";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"psychstudy1";"1996";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 15:53:57.973";"2014-10-01 16:13:13.794";"1";;"0";"1";"0";;;;"0";"27";"26";"module.training_block1.exec-2621.GoNoGo1";"1259";"2014-10-01 15:55:55.628";"NST_correctLoc";"10";"1";"FINISHED";"RIGHT";"success";"372";"0";"2014-10-01 15:55:54.364";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"psychstudy1";"1996";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 15:53:57.973";"2014-10-01 16:13:13.794";"1";;"0";"1";"0";;;;"0";"28";"27";"module.training_block1.exec-2621.GoNoGo1";"1258";"2014-10-01 15:55:58.171";"NST_correctLoc";"1";"1";"FINISHED";"RIGHT";"success";"397";"0";"2014-10-01 15:55:56.907";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
