"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-2871.blockOrder";"session.node-2871.IATorder";"session.node-2871.keyOrder";"session.node-3603.blockOrder";"session.node-3603.IATorder";"session.node-3603.keyOrder";"session.node-7436.conditionType";"session.node-7710.conditionType";"trial.id";"trial.index";"trial.name";"module.GoNoGopractice.exec-4912.GoNoGo_Practice.durationTime";"module.GoNoGopractice.exec-4912.GoNoGo_Practice.endTime";"module.GoNoGopractice.exec-4912.GoNoGo_Practice.icon";"module.GoNoGopractice.exec-4912.GoNoGo_Practice.location";"module.GoNoGopractice.exec-4912.GoNoGo_Practice.outcome";"module.GoNoGopractice.exec-4912.GoNoGo_Practice.response";"module.GoNoGopractice.exec-4912.GoNoGo_Practice.result";"module.GoNoGopractice.exec-4912.GoNoGo_Practice.RT";"module.GoNoGopractice.exec-4912.GoNoGo_Practice.signal";"module.GoNoGopractice.exec-4912.GoNoGo_Practice.startTime";"module.GoNoGopractice.exec-4912.GoNoGo_Practice.stimulus type";"module.GoNoGopractice.exec-9109.GoNoGo_Practice.durationTime";"module.GoNoGopractice.exec-9109.GoNoGo_Practice.endTime";"module.GoNoGopractice.exec-9109.GoNoGo_Practice.icon";"module.GoNoGopractice.exec-9109.GoNoGo_Practice.location";"module.GoNoGopractice.exec-9109.GoNoGo_Practice.outcome";"module.GoNoGopractice.exec-9109.GoNoGo_Practice.response";"module.GoNoGopractice.exec-9109.GoNoGo_Practice.result";"module.GoNoGopractice.exec-9109.GoNoGo_Practice.RT";"module.GoNoGopractice.exec-9109.GoNoGo_Practice.signal";"module.GoNoGopractice.exec-9109.GoNoGo_Practice.startTime";"module.GoNoGopractice.exec-9109.GoNoGo_Practice.stimulus type";"module.GoNoGotutorial.exec-1058.GoNoGo_Tutorial.durationTime";"module.GoNoGotutorial.exec-1058.GoNoGo_Tutorial.endTime";"module.GoNoGotutorial.exec-1058.GoNoGo_Tutorial.icon";"module.GoNoGotutorial.exec-1058.GoNoGo_Tutorial.location";"module.GoNoGotutorial.exec-1058.GoNoGo_Tutorial.outcome";"module.GoNoGotutorial.exec-1058.GoNoGo_Tutorial.response";"module.GoNoGotutorial.exec-1058.GoNoGo_Tutorial.result";"module.GoNoGotutorial.exec-1058.GoNoGo_Tutorial.RT";"module.GoNoGotutorial.exec-1058.GoNoGo_Tutorial.signal";"module.GoNoGotutorial.exec-1058.GoNoGo_Tutorial.startTime";"module.GoNoGotutorial.exec-9587.GoNoGo_Tutorial.durationTime";"module.GoNoGotutorial.exec-9587.GoNoGo_Tutorial.endTime";"module.GoNoGotutorial.exec-9587.GoNoGo_Tutorial.icon";"module.GoNoGotutorial.exec-9587.GoNoGo_Tutorial.location";"module.GoNoGotutorial.exec-9587.GoNoGo_Tutorial.outcome";"module.GoNoGotutorial.exec-9587.GoNoGo_Tutorial.response";"module.GoNoGotutorial.exec-9587.GoNoGo_Tutorial.result";"module.GoNoGotutorial.exec-9587.GoNoGo_Tutorial.RT";"module.GoNoGotutorial.exec-9587.GoNoGo_Tutorial.signal";"module.GoNoGotutorial.exec-9587.GoNoGo_Tutorial.startTime";"module.training_block1.exec-1944.GoNoGo1.durationTime";"module.training_block1.exec-1944.GoNoGo1.endTime";"module.training_block1.exec-1944.GoNoGo1.icon";"module.training_block1.exec-1944.GoNoGo1.location";"module.training_block1.exec-1944.GoNoGo1.outcome";"module.training_block1.exec-1944.GoNoGo1.response";"module.training_block1.exec-1944.GoNoGo1.result";"module.training_block1.exec-1944.GoNoGo1.RT";"module.training_block1.exec-1944.GoNoGo1.signal";"module.training_block1.exec-1944.GoNoGo1.startTime";"module.training_block1.exec-1944.GoNoGo1.stimulus type";"module.training_block1.exec-8899.GoNoGo1.durationTime";"module.training_block1.exec-8899.GoNoGo1.endTime";"module.training_block1.exec-8899.GoNoGo1.icon";"module.training_block1.exec-8899.GoNoGo1.location";"module.training_block1.exec-8899.GoNoGo1.outcome";"module.training_block1.exec-8899.GoNoGo1.response";"module.training_block1.exec-8899.GoNoGo1.result";"module.training_block1.exec-8899.GoNoGo1.RT";"module.training_block1.exec-8899.GoNoGo1.signal";"module.training_block1.exec-8899.GoNoGo1.startTime";"module.training_block1.exec-8899.GoNoGo1.stimulus type"
"Rachel";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-01-22 17:04:23.015";"2014-01-22 17:06:23.781";"1";;;;"1";"0";"0";;"1";"39";"10";"module.GoNoGopractice.exec-9109.GoNoGo_Practice";;;;;;;;;;;;"1951";"2014-01-22 17:05:13.593";"34";"0";"FINISHED";"LEFT";"success";"405";"0";"2014-01-22 17:05:11.640";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Rachel";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-01-22 17:04:23.015";"2014-01-22 17:06:23.781";"1";;;;"1";"0";"0";;"1";"40";"11";"module.GoNoGopractice.exec-9109.GoNoGo_Practice";;;;;;;;;;;;"1951";"2014-01-22 17:05:16.812";"23";"1";"FINISHED";"RIGHT";"success";"554";"0";"2014-01-22 17:05:14.859";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Rachel";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-01-22 17:04:23.015";"2014-01-22 17:06:23.781";"1";;;;"1";"0";"0";;"1";"41";"12";"module.GoNoGopractice.exec-9109.GoNoGo_Practice";;;;;;;;;;;;"1951";"2014-01-22 17:05:20.031";"13";"0";"FINISHED";"NONE";"success";"0";"1";"2014-01-22 17:05:18.078";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Rachel";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-01-22 17:04:23.015";"2014-01-22 17:06:23.781";"1";;;;"1";"0";"0";;"1";"42";"13";"module.GoNoGopractice.exec-9109.GoNoGo_Practice";;;;;;;;;;;;"1951";"2014-01-22 17:05:23.296";"3";"1";"FINISHED";"RIGHT";"success";"597";"0";"2014-01-22 17:05:21.343";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Rachel";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-01-22 17:04:23.015";"2014-01-22 17:06:23.781";"1";;;;"1";"0";"0";;"1";"43";"14";"module.GoNoGopractice.exec-9109.GoNoGo_Practice";;;;;;;;;;;;"1951";"2014-01-22 17:05:26.515";"27";"1";"FINISHED";"RIGHT";"failure";"411";"1";"2014-01-22 17:05:24.562";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Rachel";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-01-22 17:04:23.015";"2014-01-22 17:06:23.781";"1";;;;"1";"0";"0";;"1";"44";"15";"module.training_block1.exec-8899.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1243";"2014-01-22 17:05:32.218";"31";"0";"FINISHED";"LEFT";"success";"367";"0";"2014-01-22 17:05:30.968";"3"
"Rachel";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-01-22 17:04:23.015";"2014-01-22 17:06:23.781";"1";;;;"1";"0";"0";;"1";"45";"16";"module.training_block1.exec-8899.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1245";"2014-01-22 17:05:34.734";"33";"0";"FINISHED";"RIGHT";"failure";"294";"0";"2014-01-22 17:05:33.484";"3"
"Rachel";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-01-22 17:04:23.015";"2014-01-22 17:06:23.781";"1";;;;"1";"0";"0";;"1";"46";"17";"module.training_block1.exec-8899.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-01-22 17:05:37.250";"17";"0";"FINISHED";"LEFT";"success";"525";"0";"2014-01-22 17:05:36.000";"2"
"Rachel";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-01-22 17:04:23.015";"2014-01-22 17:06:23.781";"1";;;;"1";"0";"0";;"1";"47";"18";"module.training_block1.exec-8899.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-01-22 17:05:39.765";"30";"0";"FINISHED";"LEFT";"failure";"297";"1";"2014-01-22 17:05:38.515";"3"
"Rachel";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-01-22 17:04:23.015";"2014-01-22 17:06:23.781";"1";;;;"1";"0";"0";;"1";"48";"19";"module.training_block1.exec-8899.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1244";"2014-01-22 17:05:42.281";"16";"0";"FINISHED";"LEFT";"success";"330";"0";"2014-01-22 17:05:41.031";"2"
"Rachel";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-01-22 17:04:23.015";"2014-01-22 17:06:23.781";"1";;;;"1";"0";"0";;"1";"49";"20";"module.training_block1.exec-8899.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-01-22 17:05:44.796";"29";"1";"FINISHED";"RIGHT";"failure";"570";"1";"2014-01-22 17:05:43.546";"3"
"Rachel";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-01-22 17:04:23.015";"2014-01-22 17:06:23.781";"1";;;;"1";"0";"0";;"1";"50";"21";"module.training_block1.exec-8899.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1245";"2014-01-22 17:05:47.312";"3";"1";"FINISHED";"RIGHT";"failure";"684";"1";"2014-01-22 17:05:46.062";"1"
"Rachel";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-01-22 17:04:23.015";"2014-01-22 17:06:23.781";"1";;;;"1";"0";"0";;"1";"51";"22";"module.training_block1.exec-8899.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-01-22 17:05:49.828";"0";"1";"FINISHED";"RIGHT";"failure";"339";"1";"2014-01-22 17:05:48.578";"1"
"Rachel";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-01-22 17:04:23.015";"2014-01-22 17:06:23.781";"1";;;;"1";"0";"0";;"1";"52";"23";"module.training_block1.exec-8899.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1244";"2014-01-22 17:05:52.343";"20";"0";"FINISHED";"LEFT";"success";"380";"0";"2014-01-22 17:05:51.093";"3"
"Rachel";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-01-22 17:04:23.015";"2014-01-22 17:06:23.781";"1";;;;"1";"0";"0";;"1";"53";"24";"module.training_block1.exec-8899.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1244";"2014-01-22 17:05:54.859";"7";"1";"FINISHED";"RIGHT";"failure";"312";"1";"2014-01-22 17:05:53.609";"1"
"Rachel";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-01-22 17:04:23.015";"2014-01-22 17:06:23.781";"1";;;;"1";"0";"0";;"1";"54";"25";"module.training_block1.exec-8899.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-01-22 17:05:57.375";"6";"0";"FINISHED";"NONE";"success";"0";"1";"2014-01-22 17:05:56.125";"1"
"Rachel";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-01-22 17:04:23.015";"2014-01-22 17:06:23.781";"1";;;;"1";"0";"0";;"1";"55";"26";"module.training_block1.exec-8899.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-01-22 17:05:59.890";"35";"1";"FINISHED";"RIGHT";"success";"436";"0";"2014-01-22 17:05:58.640";"3"
"Rachel";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-01-22 17:04:23.015";"2014-01-22 17:06:23.781";"1";;;;"1";"0";"0";;"1";"56";"27";"module.training_block1.exec-8899.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-01-22 17:06:02.406";"27";"0";"FINISHED";"LEFT";"failure";"505";"1";"2014-01-22 17:06:01.156";"3"
"Rachel";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-01-22 17:04:23.015";"2014-01-22 17:06:23.781";"1";;;;"1";"0";"0";;"1";"57";"28";"module.training_block1.exec-8899.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1243";"2014-01-22 17:06:04.921";"25";"0";"FINISHED";"NONE";"success";"0";"1";"2014-01-22 17:06:03.671";"3"
"Rachel";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-01-22 17:04:23.015";"2014-01-22 17:06:23.781";"1";;;;"1";"0";"0";;"1";"58";"29";"module.training_block1.exec-8899.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1246";"2014-01-22 17:06:07.437";"22";"1";"FINISHED";"NONE";"success";"0";"1";"2014-01-22 17:06:06.187";"3"
"Rachel";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-01-22 17:04:23.015";"2014-01-22 17:06:23.781";"1";;;;"1";"0";"0";;"1";"59";"30";"module.training_block1.exec-8899.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1245";"2014-01-22 17:06:09.953";"24";"1";"FINISHED";"RIGHT";"success";"387";"0";"2014-01-22 17:06:08.703";"3"
"Rachel";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-01-22 17:04:23.015";"2014-01-22 17:06:23.781";"1";;;;"1";"0";"0";;"1";"60";"31";"module.training_block1.exec-8899.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-01-22 17:06:12.468";"23";"0";"FINISHED";"NONE";"success";"0";"1";"2014-01-22 17:06:11.218";"3"
"Rachel";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-01-22 17:04:23.015";"2014-01-22 17:06:23.781";"1";;;;"1";"0";"0";;"1";"61";"32";"module.training_block1.exec-8899.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-01-22 17:06:14.984";"26";"0";"FINISHED";"LEFT";"success";"807";"0";"2014-01-22 17:06:13.734";"3"
"Rachel";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-01-22 17:04:23.015";"2014-01-22 17:06:23.781";"1";;;;"1";"0";"0";;"1";"62";"33";"module.training_block1.exec-8899.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1245";"2014-01-22 17:06:17.500";"28";"1";"FINISHED";"RIGHT";"failure";"344";"1";"2014-01-22 17:06:16.250";"3"
"Rachel";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-01-22 17:04:23.015";"2014-01-22 17:06:23.781";"1";;;;"1";"0";"0";;"1";"63";"34";"module.training_block1.exec-8899.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-01-22 17:06:20.015";"11";"1";"FINISHED";"RIGHT";"success";"439";"0";"2014-01-22 17:06:18.765";"2"
"Rachel";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-01-22 17:04:23.015";"2014-01-22 17:06:23.781";"1";;;;"1";"0";"0";;"1";"64";"35";"module.training_block1.exec-8899.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-01-22 17:06:22.531";"2";"0";"FINISHED";"LEFT";"success";"436";"0";"2014-01-22 17:06:21.281";"1"
