"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-9395.DevalQorder";"session.node-9774.conditionType";"trial.id";"trial.index";"trial.name";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.Error Type";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.Error Type";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo3.durationTime";"trial.GoNoGo3.endTime";"trial.GoNoGo3.Error Type";"trial.GoNoGo3.icon";"trial.GoNoGo3.location";"trial.GoNoGo3.outcome";"trial.GoNoGo3.response";"trial.GoNoGo3.result";"trial.GoNoGo3.RT";"trial.GoNoGo3.signal";"trial.GoNoGo3.startTime";"trial.GoNoGo3.stimulus type";"trial.GoNoGo4.durationTime";"trial.GoNoGo4.endTime";"trial.GoNoGo4.Error Type";"trial.GoNoGo4.icon";"trial.GoNoGo4.location";"trial.GoNoGo4.outcome";"trial.GoNoGo4.response";"trial.GoNoGo4.result";"trial.GoNoGo4.RT";"trial.GoNoGo4.signal";"trial.GoNoGo4.startTime";"trial.GoNoGo4.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime"
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"11";"10";"module.GoNoGopractice.exec-1265.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1960";"2014-10-01 12:08:59.066";"34";"0";"FINISHED";"LEFT";"success";"599";"0";"2014-10-01 12:08:57.101";"3";;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"12";"11";"module.GoNoGopractice.exec-1265.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1959";"2014-10-01 12:09:02.311";"23";"1";"FINISHED";"RIGHT";"success";"529";"0";"2014-10-01 12:09:00.346";"3";;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"13";"12";"module.GoNoGopractice.exec-1265.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1959";"2014-10-01 12:09:05.556";"13";"0";"FINISHED";"NONE";"success";"0";"1";"2014-10-01 12:09:03.590";"2";;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"14";"13";"module.GoNoGopractice.exec-1265.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1960";"2014-10-01 12:09:08.801";"3";"1";"FINISHED";"RIGHT";"success";"489";"0";"2014-10-01 12:09:06.835";"1";;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"15";"14";"module.GoNoGopractice.exec-1265.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1959";"2014-10-01 12:09:12.046";"27";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-01 12:09:10.080";"3";;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"16";"15";"module.training_block1.exec-5255.GoNoGo1";"1261";"2014-10-01 12:09:22.638";"NST_correctLoc";"27";"1";"FINISHED";"RIGHT";"success";"431";"0";"2014-10-01 12:09:21.374";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"17";"16";"module.training_block1.exec-5255.GoNoGo1";"1257";"2014-10-01 12:09:25.181";"NST_correctLoc";"20";"1";"FINISHED";"RIGHT";"success";"486";"0";"2014-10-01 12:09:23.917";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"18";"17";"module.training_block1.exec-5255.GoNoGo1";"1257";"2014-10-01 12:09:27.724";"ST_correctStop";"8";"0";"FINISHED";"NONE";"success";"0";"1";"2014-10-01 12:09:26.460";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"19";"18";"module.training_block1.exec-5255.GoNoGo1";"1258";"2014-10-01 12:09:30.266";"ST_correctStop";"19";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-01 12:09:29.003";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"20";"19";"module.training_block1.exec-5255.GoNoGo1";"1257";"2014-10-01 12:09:32.809";"NST_correctLoc";"17";"1";"FINISHED";"RIGHT";"success";"545";"0";"2014-10-01 12:09:31.546";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"21";"20";"module.training_block1.exec-5255.GoNoGo1";"1258";"2014-10-01 12:09:35.352";"ST_correctStop";"1";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-01 12:09:34.088";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"22";"21";"module.training_block1.exec-5255.GoNoGo1";"1257";"2014-10-01 12:09:37.895";"NST_correctLoc";"9";"1";"FINISHED";"RIGHT";"success";"1052";"0";"2014-10-01 12:09:36.631";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"23";"22";"module.training_block1.exec-5255.GoNoGo1";"1258";"2014-10-01 12:09:40.438";"ST_correctStop";"28";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-01 12:09:39.174";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"24";"23";"module.training_block1.exec-5255.GoNoGo1";"1257";"2014-10-01 12:09:42.980";"NST_correctLoc";"14";"0";"FINISHED";"LEFT";"success";"502";"0";"2014-10-01 12:09:41.717";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"25";"24";"module.training_block1.exec-5255.GoNoGo1";"1261";"2014-10-01 12:09:45.523";"ST_correctStop";"6";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-01 12:09:44.260";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"26";"25";"module.training_block1.exec-5255.GoNoGo1";"1256";"2014-10-01 12:09:48.066";"NST_correctLoc";"24";"0";"FINISHED";"LEFT";"success";"576";"0";"2014-10-01 12:09:46.802";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"27";"26";"module.training_block1.exec-5255.GoNoGo1";"1261";"2014-10-01 12:09:50.609";"ST_correctStop";"34";"0";"FINISHED";"NONE";"success";"0";"1";"2014-10-01 12:09:49.345";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"28";"27";"module.training_block1.exec-5255.GoNoGo1";"1257";"2014-10-01 12:09:53.152";"NST_correctLoc";"12";"1";"FINISHED";"RIGHT";"success";"443";"0";"2014-10-01 12:09:51.888";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"29";"28";"module.training_block1.exec-5255.GoNoGo1";"1257";"2014-10-01 12:09:55.694";"NST_correctLoc";"16";"0";"FINISHED";"LEFT";"success";"676";"0";"2014-10-01 12:09:54.431";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"30";"29";"module.training_block1.exec-5255.GoNoGo1";"1257";"2014-10-01 12:09:58.222";"ST_correctStop";"4";"0";"FINISHED";"NONE";"success";"0";"1";"2014-10-01 12:09:56.958";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"31";"30";"module.training_block1.exec-5255.GoNoGo1";"1257";"2014-10-01 12:10:00.764";"NST_correctLoc";"10";"1";"FINISHED";"RIGHT";"success";"870";"0";"2014-10-01 12:09:59.501";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"32";"31";"module.training_block1.exec-5255.GoNoGo1";"1257";"2014-10-01 12:10:03.307";"NST_correctLoc";"22";"1";"FINISHED";"RIGHT";"success";"479";"0";"2014-10-01 12:10:02.044";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"33";"32";"module.training_block1.exec-5255.GoNoGo1";"1257";"2014-10-01 12:10:05.850";"NST_correctLoc";"15";"1";"FINISHED";"RIGHT";"success";"440";"0";"2014-10-01 12:10:04.586";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"34";"33";"module.training_block1.exec-5255.GoNoGo1";"1257";"2014-10-01 12:10:08.393";"ST_correctStop";"29";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-01 12:10:07.129";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"35";"34";"module.training_block1.exec-5255.GoNoGo1";"1257";"2014-10-01 12:10:10.936";"NST_correctLoc";"26";"0";"FINISHED";"LEFT";"success";"571";"0";"2014-10-01 12:10:09.672";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"36";"35";"module.training_block1.exec-5255.GoNoGo1";"1261";"2014-10-01 12:10:13.478";"ST_correctStop";"3";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-01 12:10:12.215";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"37";"36";"module.training_block1.exec-5255.GoNoGo1";"1261";"2014-10-01 12:10:16.021";"NST_correctLoc";"23";"0";"FINISHED";"LEFT";"success";"497";"0";"2014-10-01 12:10:14.758";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"38";"37";"module.training_block1.exec-5255.GoNoGo1";"1256";"2014-10-01 12:10:18.564";"ST_correctStop";"7";"0";"FINISHED";"NONE";"success";"0";"1";"2014-10-01 12:10:17.300";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"39";"38";"module.training_block1.exec-5255.GoNoGo1";"1261";"2014-10-01 12:10:21.107";"ST_correctStop";"2";"0";"FINISHED";"NONE";"success";"0";"1";"2014-10-01 12:10:19.843";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"40";"39";"module.training_block1.exec-5255.GoNoGo1";"1261";"2014-10-01 12:10:23.650";"NST_correctLoc";"13";"0";"FINISHED";"LEFT";"success";"517";"0";"2014-10-01 12:10:22.386";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"41";"40";"module.training_block1.exec-5255.GoNoGo1";"1257";"2014-10-01 12:10:26.192";"ST_correctStop";"25";"0";"FINISHED";"NONE";"success";"0";"1";"2014-10-01 12:10:24.929";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"42";"41";"module.training_block1.exec-5255.GoNoGo1";"1258";"2014-10-01 12:10:28.735";"NST_correctLoc";"35";"0";"FINISHED";"LEFT";"success";"603";"0";"2014-10-01 12:10:27.472";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1308711";"1994";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-01 12:07:21.488";"2014-10-01 12:16:09.237";"1";"0";"1";"43";"42";"module.training_block1.exec-5255.GoNoGo1";"1253";"2014-10-01 12:10:31.278";"ST_correctStop";"33";"0";"FINISHED";"NONE";"success";"0";"1";"2014-10-01 12:10:30.014";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
