"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-1473.DPorder";"session.node-7244.conditionType";"trial.id";"trial.index";"trial.name";"trial.DP_block1.durationTime";"trial.DP_block1.endTime";"trial.DP_block1.outcome";"trial.DP_block1.probeLoc";"trial.DP_block1.response";"trial.DP_block1.result";"trial.DP_block1.RT";"trial.DP_block1.startTime";"trial.DP_block1.stimDuration";"trial.DP_block1.wordLeft";"trial.DP_block1.wordRight";"trial.DP_block2.durationTime";"trial.DP_block2.endTime";"trial.DP_block2.outcome";"trial.DP_block2.probeLoc";"trial.DP_block2.response";"trial.DP_block2.result";"trial.DP_block2.RT";"trial.DP_block2.startTime";"trial.DP_block2.stimDuration";"trial.DP_block2.wordLeft";"trial.DP_block2.wordRight";"trial.DP_block3.durationTime";"trial.DP_block3.endTime";"trial.DP_block3.outcome";"trial.DP_block3.probeLoc";"trial.DP_block3.response";"trial.DP_block3.result";"trial.DP_block3.RT";"trial.DP_block3.startTime";"trial.DP_block3.stimDuration";"trial.DP_block3.wordLeft";"trial.DP_block3.wordRight";"trial.DP_practice.durationTime";"trial.DP_practice.endTime";"trial.DP_practice.outcome";"trial.DP_practice.probeLoc";"trial.DP_practice.response";"trial.DP_practice.result";"trial.DP_practice.RT";"trial.DP_practice.startTime";"trial.DP_practice.stimDuration";"trial.DP_practice.wordLeft";"trial.DP_practice.wordRight";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.Error Type";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.Error Type";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo3.durationTime";"trial.GoNoGo3.endTime";"trial.GoNoGo3.Error Type";"trial.GoNoGo3.icon";"trial.GoNoGo3.location";"trial.GoNoGo3.outcome";"trial.GoNoGo3.response";"trial.GoNoGo3.result";"trial.GoNoGo3.RT";"trial.GoNoGo3.signal";"trial.GoNoGo3.startTime";"trial.GoNoGo3.stimulus type";"trial.GoNoGo4.durationTime";"trial.GoNoGo4.endTime";"trial.GoNoGo4.Error Type";"trial.GoNoGo4.icon";"trial.GoNoGo4.location";"trial.GoNoGo4.outcome";"trial.GoNoGo4.response";"trial.GoNoGo4.result";"trial.GoNoGo4.RT";"trial.GoNoGo4.signal";"trial.GoNoGo4.startTime";"trial.GoNoGo4.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime"
"cw1963";"1963";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"2";"1";"2015-02-24 16:15:18.924";"2015-02-24 16:33:17.451";"1";"4";"0";"511";"15";"module.training_block1.exec-4975.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1254";"2015-02-24 16:16:28.889";"NST_correctLoc";"26";"1";"FINISHED";"RIGHT";"success";"521";"0";"2015-02-24 16:16:27.639";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"cw1963";"1963";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"2";"1";"2015-02-24 16:15:18.924";"2015-02-24 16:33:17.451";"1";"4";"0";"512";"16";"module.training_block1.exec-4975.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1244";"2015-02-24 16:16:31.469";"NST_correctLoc";"12";"1";"FINISHED";"RIGHT";"success";"357";"0";"2015-02-24 16:16:30.219";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"cw1963";"1963";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"2";"1";"2015-02-24 16:15:18.924";"2015-02-24 16:33:17.451";"1";"4";"0";"513";"17";"module.training_block1.exec-4975.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1246";"2015-02-24 16:16:34.039";"NST_correctLoc";"30";"0";"FINISHED";"LEFT";"success";"412";"0";"2015-02-24 16:16:32.789";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"cw1963";"1963";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"2";"1";"2015-02-24 16:15:18.924";"2015-02-24 16:33:17.451";"1";"4";"0";"514";"18";"module.training_block1.exec-4975.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2015-02-24 16:16:36.605";"NST_correctLoc";"14";"1";"FINISHED";"RIGHT";"success";"339";"0";"2015-02-24 16:16:35.349";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"cw1963";"1963";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"2";"1";"2015-02-24 16:15:18.924";"2015-02-24 16:33:17.451";"1";"4";"0";"515";"19";"module.training_block1.exec-4975.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1243";"2015-02-24 16:16:39.182";"NST_correctLoc";"5";"0";"FINISHED";"LEFT";"success";"437";"0";"2015-02-24 16:16:37.932";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"cw1963";"1963";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"2";"1";"2015-02-24 16:15:18.924";"2015-02-24 16:33:17.451";"1";"4";"0";"516";"20";"module.training_block1.exec-4975.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1246";"2015-02-24 16:16:41.752";"NST_correctLoc";"15";"1";"FINISHED";"RIGHT";"success";"364";"0";"2015-02-24 16:16:40.502";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"cw1963";"1963";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"2";"1";"2015-02-24 16:15:18.924";"2015-02-24 16:33:17.451";"1";"4";"0";"517";"21";"module.training_block1.exec-4975.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1243";"2015-02-24 16:16:44.322";"NST_correctLoc";"23";"1";"FINISHED";"RIGHT";"success";"407";"0";"2015-02-24 16:16:43.072";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"cw1963";"1963";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"2";"1";"2015-02-24 16:15:18.924";"2015-02-24 16:33:17.451";"1";"4";"0";"518";"22";"module.training_block1.exec-4975.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2015-02-24 16:16:46.902";"NST_correctLoc";"17";"1";"FINISHED";"RIGHT";"success";"367";"0";"2015-02-24 16:16:45.652";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"cw1963";"1963";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"2";"1";"2015-02-24 16:15:18.924";"2015-02-24 16:33:17.451";"1";"4";"0";"519";"23";"module.training_block1.exec-4975.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2015-02-24 16:16:49.472";"NST_correctLoc";"8";"1";"FINISHED";"RIGHT";"success";"415";"0";"2015-02-24 16:16:48.222";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"cw1963";"1963";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"2";"1";"2015-02-24 16:15:18.924";"2015-02-24 16:33:17.451";"1";"4";"0";"520";"24";"module.training_block1.exec-4975.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1240";"2015-02-24 16:16:52.032";"NST_correctLoc";"32";"0";"FINISHED";"LEFT";"success";"367";"0";"2015-02-24 16:16:50.782";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"cw1963";"1963";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"2";"1";"2015-02-24 16:15:18.924";"2015-02-24 16:33:17.451";"1";"4";"0";"521";"25";"module.training_block1.exec-4975.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1244";"2015-02-24 16:16:54.582";"NST_correctLoc";"13";"1";"FINISHED";"RIGHT";"success";"532";"0";"2015-02-24 16:16:53.332";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"cw1963";"1963";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"2";"1";"2015-02-24 16:15:18.924";"2015-02-24 16:33:17.451";"1";"4";"0";"522";"26";"module.training_block1.exec-4975.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1242";"2015-02-24 16:16:57.132";"NST_correctLoc";"3";"1";"FINISHED";"RIGHT";"success";"392";"0";"2015-02-24 16:16:55.882";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"cw1963";"1963";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"2";"1";"2015-02-24 16:15:18.924";"2015-02-24 16:33:17.451";"1";"4";"0";"523";"27";"module.training_block1.exec-4975.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1240";"2015-02-24 16:16:59.702";"NST_correctLoc";"24";"1";"FINISHED";"RIGHT";"success";"401";"0";"2015-02-24 16:16:58.452";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"cw1963";"1963";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"2";"1";"2015-02-24 16:15:18.924";"2015-02-24 16:33:17.451";"1";"4";"0";"524";"28";"module.training_block1.exec-4975.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1247";"2015-02-24 16:17:02.272";"NST_correctLoc";"1";"0";"FINISHED";"LEFT";"success";"325";"0";"2015-02-24 16:17:01.022";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"cw1963";"1963";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"2";"1";"2015-02-24 16:15:18.924";"2015-02-24 16:33:17.451";"1";"4";"0";"525";"29";"module.training_block1.exec-4975.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1242";"2015-02-24 16:17:04.843";"NST_correctLoc";"31";"1";"FINISHED";"RIGHT";"success";"298";"0";"2015-02-24 16:17:03.593";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"cw1963";"1963";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"2";"1";"2015-02-24 16:15:18.924";"2015-02-24 16:33:17.451";"1";"4";"0";"526";"30";"module.training_block1.exec-4975.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2015-02-24 16:17:07.417";"NST_correctLoc";"4";"0";"FINISHED";"LEFT";"success";"311";"0";"2015-02-24 16:17:06.165";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"cw1963";"1963";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"2";"1";"2015-02-24 16:15:18.924";"2015-02-24 16:33:17.451";"1";"4";"0";"527";"31";"module.training_block1.exec-4975.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2015-02-24 16:17:09.987";"NST_correctLoc";"16";"1";"FINISHED";"RIGHT";"success";"288";"0";"2015-02-24 16:17:08.737";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"cw1963";"1963";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"2";"1";"2015-02-24 16:15:18.924";"2015-02-24 16:33:17.451";"1";"4";"0";"528";"32";"module.training_block1.exec-4975.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1242";"2015-02-24 16:17:12.527";"NST_correctLoc";"19";"1";"FINISHED";"RIGHT";"success";"365";"0";"2015-02-24 16:17:11.277";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
